Tanggal,Produksi,Kapasitas,Cuaca,Jenis
2017-08-01,0.0,1.46,3.13,Wind
2017-09-01,0.0,1.46,2.99,Wind
2017-10-01,0.0,1.46,1.87,Wind
2017-11-01,0.0,1.46,1.87,Wind
2017-12-01,0.0,1.46,2.33,Wind
2018-01-01,16.0657,143.51,2.42,Wind
2018-02-01,15.6674,143.51,2.36,Wind
2018-03-01,13.543,143.51,2.04,Wind
2018-04-01,11.8833,143.51,1.79,Wind
2018-05-01,16.9287,143.51,2.55,Wind
2018-06-01,17.5926,143.51,2.65,Wind
2018-07-01,18.2565,143.51,2.75,Wind
2018-08-01,17.9909,143.51,2.71,Wind
2018-09-01,19.9825,143.51,3.01,Wind
2018-10-01,15.4018,143.51,2.32,Wind
2018-11-01,11.6177,143.51,1.75,Wind
2018-12-01,15.0699,143.51,2.27,Wind
2019-01-01,38.7926,154.31,2.35,Wind
2019-02-01,27.8977,154.31,1.69,Wind
2019-03-01,32.3547,154.31,1.96,Wind
2019-04-01,32.0246,154.31,1.94,Wind
2019-05-01,34.6658,154.31,2.1,Wind
2019-06-01,46.221,154.31,2.8,Wind
2019-07-01,53.1542,154.31,3.22,Wind
2019-08-01,57.116,154.31,3.46,Wind
2019-09-01,56.7858,154.31,3.44,Wind
2019-10-01,48.6971,154.31,2.95,Wind
2019-11-01,31.6944,154.31,1.92,Wind
2019-12-01,24.5962,154.31,1.49,Wind
2020-01-01,38.4532,154.31,2.24,Wind
2020-02-01,31.9299,154.31,1.86,Wind
2020-03-01,26.0932,154.31,1.52,Wind
2020-04-01,25.5782,154.31,1.49,Wind
2020-05-01,35.8782,154.31,2.09,Wind
2020-06-01,48.0665,154.31,2.8,Wind
2020-07-01,54.2465,154.31,3.16,Wind
2020-08-01,51.4998,154.31,3.0,Wind
2020-09-01,49.7832,154.31,2.9,Wind
2020-10-01,38.4532,154.31,2.24,Wind
2020-11-01,32.7882,154.31,1.91,Wind
2020-12-01,42.2299,154.31,2.46,Wind
2021-01-01,39.8446,154.31,2.47,Wind
2021-02-01,44.684,154.31,2.77,Wind
2021-03-01,30.9723,154.31,1.92,Wind
2021-04-01,31.7789,154.31,1.97,Wind
2021-05-01,38.5541,154.31,2.39,Wind
2021-06-01,35.1665,154.31,2.18,Wind
2021-07-01,38.3928,154.31,2.38,Wind
2021-08-01,47.5877,154.31,2.95,Wind
2021-09-01,40.9738,154.31,2.54,Wind
2021-10-01,26.1329,154.31,1.62,Wind
2021-11-01,25.0037,154.31,1.55,Wind
2021-12-01,37.9088,154.31,2.35,Wind
2022-01-01,37.0498,154.31,2.53,Wind
2022-02-01,33.0958,154.31,2.26,Wind
2022-03-01,24.7487,154.31,1.69,Wind
2022-04-01,21.3805,154.31,1.46,Wind
2022-05-01,24.6022,154.31,1.68,Wind
2022-06-01,27.3846,154.31,1.87,Wind
2022-07-01,36.9033,154.31,2.52,Wind
2022-08-01,39.1,154.31,2.67,Wind
2022-09-01,31.6314,154.31,2.16,Wind
2022-10-01,22.9914,154.31,1.57,Wind
2022-11-01,23.1378,154.31,1.58,Wind
2022-12-01,33.9745,154.31,2.32,Wind
2023-01-01,43.0256,152.3,2.62,Wind
2023-02-01,45.3247,152.3,2.76,Wind
2023-03-01,30.5449,152.3,1.86,Wind
2023-04-01,29.888,152.3,1.82,Wind
2023-05-01,35.1431,152.3,2.14,Wind
2023-06-01,37.4421,152.3,2.28,Wind
2023-07-01,42.5329,152.3,2.59,Wind
2023-08-01,55.5063,152.3,3.38,Wind
2023-09-01,57.3127,152.3,3.49,Wind
2023-10-01,49.5944,152.3,3.02,Wind
2023-11-01,26.7678,152.3,1.63,Wind
2023-12-01,27.9174,152.3,1.7,Wind
